spotify_id,spotify_uri,album,name,popularity,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
5dSidrJ5XHdP1xb11xpV2z,spotify:track:5dSidrJ5XHdP1xb11xpV2z,Life Is But a Dream…,Game Over,70,2023-06-02,1,0.357,0.841,9,-9.217,1,0.063,0.0034,0.0507,0.151,0.114,87.01,226067,4
4KyghCEewQOSZ4OdvQwFN3,spotify:track:4KyghCEewQOSZ4OdvQwFN3,Life Is But a Dream…,Mattel,70,2023-06-02,2,0.291,0.822,2,-7.089,0,0.0459,9.8e-05,0.0275,0.113,0.264,127.1,330387,4
4Rs2N7ewIjanXUNYtMKK3j,spotify:track:4Rs2N7ewIjanXUNYtMKK3j,Life Is But a Dream…,Nobody,70,2023-06-02,3,0.353,0.677,7,-8.159,1,0.041,0.000908,2.91e-06,0.276,0.222,73.762,353987,4
0JUZetZb7lxLsmT7HwNCQv,spotify:track:0JUZetZb7lxLsmT7HwNCQv,Life Is But a Dream…,We Love You,67,2023-06-02,4,0.309,0.813,9,-9.647,0,0.0471,0.000441,0.187,0.0625,0.108,140.034,375027,4
1xA87lWGnZlIjG8tw4327F,spotify:track:1xA87lWGnZlIjG8tw4327F,Life Is But a Dream…,Cosmic,69,2023-06-02,5,0.271,0.722,9,-8.025,1,0.0509,0.00168,0.0111,0.166,0.162,127.02,451160,4
0hTO34HlurDf9J8LSZm7Nl,spotify:track:0hTO34HlurDf9J8LSZm7Nl,Life Is But a Dream…,Beautiful Morning,66,2023-06-02,6,0.483,0.695,4,-8.27,0,0.0332,0.000485,0.473,0.144,0.108,132.052,392147,4
6qXVuEYcL6M4Yc1zyY5F8D,spotify:track:6qXVuEYcL6M4Yc1zyY5F8D,Life Is But a Dream…,Easier,65,2023-06-02,7,0.435,0.709,9,-8.189,1,0.0455,0.0135,0.324,0.208,0.322,149.762,217760,4
3hpB5SlyESKXrmc6NUNQhd,spotify:track:3hpB5SlyESKXrmc6NUNQhd,Life Is But a Dream…,G,66,2023-06-02,8,0.396,0.861,2,-7.891,1,0.0419,0.000459,0.00214,0.181,0.441,89.732,217653,4
5Jfa1TJRwDnofxUlDg1yQy,spotify:track:5Jfa1TJRwDnofxUlDg1yQy,Life Is But a Dream…,(O)rdinary,67,2023-06-02,9,0.618,0.708,0,-7.778,0,0.0305,0.00242,0.0524,0.195,0.541,115.039,172319,4
1CuHu4a51IOR4LXjB5jObB,spotify:track:1CuHu4a51IOR4LXjB5jObB,Life Is But a Dream…,(D)eath,65,2023-06-02,10,0.172,0.432,6,-10.295,0,0.0324,0.381,0.00277,0.2,0.175,129.514,199508,4
3mkLW2ip0xiBHGUzhcxgHx,spotify:track:3mkLW2ip0xiBHGUzhcxgHx,Life Is But a Dream…,Life Is But a Dream...,64,2023-06-02,11,0.427,0.114,10,-20.378,1,0.0387,0.707,0.879,0.106,0.107,123.726,269880,3
6OJ2Q3WF6fWsSDXJ7x21ja,spotify:track:6OJ2Q3WF6fWsSDXJ7x21ja,Live in the LBC,Intro - Live,39,2020-03-06,1,0.197,0.55,8,-14.023,1,0.178,0.13,0.82,0.414,0.163,235.998,55880,3
1YQwSXwOyiHsDhuHK4qwef,spotify:track:1YQwSXwOyiHsDhuHK4qwef,Live in the LBC,Critical Acclaim - Live,47,2020-03-06,2,0.422,0.955,2,-7.368,0,0.133,6.86e-05,6.87e-05,0.51,0.112,137.998,366200,4
1OCJTJmvLswgUFmWGyAfMB,spotify:track:1OCJTJmvLswgUFmWGyAfMB,Live in the LBC,Second Heartbeat - Live,46,2020-03-06,3,0.338,0.978,0,-7.411,0,0.0946,1.5e-05,0.0103,0.869,0.117,96.838,307667,4
4A8maWsDAZ51QngVy9tU4S,spotify:track:4A8maWsDAZ51QngVy9tU4S,Live in the LBC,Afterlife - Live,46,2020-03-06,4,0.469,0.933,2,-8.278,0,0.119,6.14e-05,4.66e-05,0.812,0.23,110.03,427680,4
6VOJIfQBE4P21mnBA82nIK,spotify:track:6VOJIfQBE4P21mnBA82nIK,Live in the LBC,Beast and the Harlot - Live,45,2020-03-06,5,0.378,0.981,0,-7.47,0,0.195,5.47e-06,0.000111,0.815,0.143,155.004,386813,4
4FoNCaMnijfUxdIgTAzUEN,spotify:track:4FoNCaMnijfUxdIgTAzUEN,Live in the LBC,Scream - Live,44,2020-03-06,6,0.468,0.947,1,-8.551,1,0.317,0.000168,1.76e-05,0.968,0.189,129.886,384987,4
6HJKu9uSy79XQ4Z5gDa0xY,spotify:track:6HJKu9uSy79XQ4Z5gDa0xY,Live in the LBC,Seize the Day - Live,47,2020-03-06,7,0.34,0.858,5,-8.613,1,0.0953,0.00197,1.3e-05,0.709,0.245,139.777,476787,4
2P0GYyChWTWwdvkaBW1zhg,spotify:track:2P0GYyChWTWwdvkaBW1zhg,Live in the LBC,Walk - Live,40,2020-03-06,8,0.374,0.864,3,-8.211,1,0.0951,9.06e-05,7.45e-05,0.917,0.349,113.125,130893,4
780voClLvwbE1eSatqXaep,spotify:track:780voClLvwbE1eSatqXaep,Live in the LBC,Bat Country - Live,45,2020-03-06,9,0.393,0.956,0,-7.201,1,0.125,9.17e-06,0.00154,0.954,0.285,124.974,363560,4
4hZcXYIOBkmWQ2zCNHa0wx,spotify:track:4hZcXYIOBkmWQ2zCNHa0wx,Live in the LBC,Almost Easy - Live,44,2020-03-06,10,0.437,0.894,6,-8.136,0,0.0924,0.000154,0.000406,0.584,0.207,87.485,328293,4
0z0rIGAYZlhZpzsPc1evmY,spotify:track:0z0rIGAYZlhZpzsPc1evmY,Live in the LBC,Gunslinger - Live,44,2020-03-06,11,0.169,0.788,2,-7.896,0,0.0475,0.00345,2.63e-06,0.542,0.209,79.419,277160,4
7lBKzxqVnqxuNbDiHNtHWC,spotify:track:7lBKzxqVnqxuNbDiHNtHWC,Live in the LBC,Unholy Confessions - Live,44,2020-03-06,12,0.179,0.939,5,-7.919,1,0.422,0.000281,0.00238,0.977,0.144,73.612,445093,4
6sQLtybPi4T8Pllk4Grxf9,spotify:track:6sQLtybPi4T8Pllk4Grxf9,Live in the LBC,A Little Piece of Heaven - Live,47,2020-03-06,13,0.264,0.91,2,-7.454,0,0.0829,0.000716,0.0,0.454,0.334,145.021,645100,4
42UuBal9QbXTc7E4cJTzEA,spotify:track:42UuBal9QbXTc7E4cJTzEA,Diamonds in the Rough,Demons,50,2020-02-07,1,0.524,0.952,2,-8.602,1,0.0536,0.000119,0.00604,0.248,0.416,92.489,371832,4
7CAdycFxxvZqfSKNsdcVQB,spotify:track:7CAdycFxxvZqfSKNsdcVQB,Diamonds in the Rough,Girl I Know,54,2020-02-07,2,0.515,0.911,2,-7.368,0,0.0793,0.00041,0.000228,0.335,0.451,135.002,264035,4
4Oq241mV2LEcQsfXQPOfZe,spotify:track:4Oq241mV2LEcQsfXQPOfZe,Diamonds in the Rough,Crossroads,54,2020-02-07,3,0.438,0.945,2,-8.049,1,0.0753,0.000111,8.29e-05,0.406,0.339,180.033,270123,4
7JdFZwtQ8ddrCNS2h6VuP1,spotify:track:7JdFZwtQ8ddrCNS2h6VuP1,Diamonds in the Rough,Flash of the Blade,48,2020-02-07,4,0.45,0.963,7,-8.011,1,0.0791,0.000283,0.00601,0.0947,0.168,113.073,241707,4
5NJTJElk0ArSxQtYjA0rYR,spotify:track:5NJTJElk0ArSxQtYjA0rYR,Diamonds in the Rough,Until the End,57,2020-02-07,5,0.34,0.816,6,-7.929,0,0.0565,0.0195,0.0,0.095,0.272,160.009,285613,4
5i1oSgQgD64N3uj1Jkp4OO,spotify:track:5i1oSgQgD64N3uj1Jkp4OO,Diamonds in the Rough,Tension,49,2020-02-07,6,0.551,0.879,5,-7.645,1,0.0611,0.000517,1.05e-06,0.142,0.291,139.908,289627,4
1Qu5IinXahISGC2LglQIuX,spotify:track:1Qu5IinXahISGC2LglQIuX,Diamonds in the Rough,Walk,46,2020-02-07,7,0.392,0.894,2,-7.491,1,0.0513,0.000121,0.00503,0.175,0.641,117.283,321608,4
3TK9KE48R2wy5xWNgTaolO,spotify:track:3TK9KE48R2wy5xWNgTaolO,Diamonds in the Rough,The Fight,48,2020-02-07,8,0.507,0.864,7,-7.485,1,0.0347,0.00102,0.0,0.124,0.559,99.953,247384,4
42oDn8qC9g7DAAwjR3MAQt,spotify:track:42oDn8qC9g7DAAwjR3MAQt,Diamonds in the Rough,Dancing Dead,56,2020-02-07,9,0.501,0.868,5,-8.356,1,0.0475,0.00117,0.00108,0.339,0.348,142.035,351581,4
1y3TzqL0IxkvuYIOIYcMyF,spotify:track:1y3TzqL0IxkvuYIOIYcMyF,Diamonds in the Rough,Almost Easy - Chris Lord-Alge Mix,43,2020-02-07,10,0.386,0.911,1,-8.435,0,0.0441,4.06e-05,0.000912,0.24,0.477,174.984,233766,4
4jf3PVyoxnyKiVEaebfIPl,spotify:track:4jf3PVyoxnyKiVEaebfIPl,Diamonds in the Rough,Afterlife - Alternate Version,45,2020-02-07,11,0.519,0.921,2,-7.507,0,0.0621,0.00277,1.15e-06,0.173,0.328,109.99,353434,4
2n8rY6H6u2AnUe6Fi8M6P6,spotify:track:2n8rY6H6u2AnUe6Fi8M6P6,Diamonds in the Rough,St. James,54,2020-02-07,12,0.511,0.948,5,-7.613,1,0.0869,0.000413,0.00013,0.318,0.243,90.004,302400,4
0ZvKcvzELuiKb85hQIbkNb,spotify:track:0ZvKcvzELuiKb85hQIbkNb,Diamonds in the Rough,Set Me Free,49,2020-02-07,13,0.448,0.661,6,-7.293,1,0.0311,0.000415,6.42e-05,0.0499,0.213,139.983,381201,4
0FbbrIn1qHZ1EJz58dQfXH,spotify:track:0FbbrIn1qHZ1EJz58dQfXH,Diamonds in the Rough,4:00 AM,49,2020-02-07,14,0.501,0.937,7,-8.213,0,0.0674,0.000621,0.0,0.103,0.379,145.004,300692,4
6wqgGvSadXZ6bzjl96UwAN,spotify:track:6wqgGvSadXZ6bzjl96UwAN,Diamonds in the Rough,Lost It All,48,2020-02-07,15,0.539,0.909,2,-7.337,0,0.116,0.00011,0.000122,0.174,0.557,137.971,231844,4
53pWOzRC9DI6LixasJEdZZ,spotify:track:53pWOzRC9DI6LixasJEdZZ,Diamonds in the Rough,Paranoid,54,2020-02-07,16,0.487,0.835,9,-9.168,1,0.0471,0.00247,3.73e-06,0.313,0.512,168.147,162690,4
69gBAQdpxvCsw34Bbf8MnD,spotify:track:69gBAQdpxvCsw34Bbf8MnD,The Stage (Deluxe Edition),The Stage,56,2017-12-22,1,0.453,0.945,9,-6.925,0,0.0975,0.000363,0.323,0.108,0.215,134.949,512025,4
54eHsmpBTFQaFsQ44Uh1C9,spotify:track:54eHsmpBTFQaFsQ44Uh1C9,The Stage (Deluxe Edition),Paradigm,44,2017-12-22,2,0.498,0.962,1,-6.73,1,0.0747,0.000113,0.252,0.1,0.385,97.44,258748,4
3XEnD6waKU6E67IJXGURga,spotify:track:3XEnD6waKU6E67IJXGURga,The Stage (Deluxe Edition),Sunny Disposition,43,2017-12-22,3,0.463,0.952,9,-7.054,1,0.0818,0.000306,0.359,0.175,0.387,95.037,401213,4
5uZf5fcY88UMoJtCRbSDKg,spotify:track:5uZf5fcY88UMoJtCRbSDKg,The Stage (Deluxe Edition),God Damn,47,2017-12-22,4,0.5,0.947,7,-5.75,0,0.122,0.000597,0.00223,0.125,0.267,120.021,221974,4
7anar50LfTXvhMMuZfvZG2,spotify:track:7anar50LfTXvhMMuZfvZG2,The Stage (Deluxe Edition),Creating God,42,2017-12-22,5,0.467,0.967,7,-5.907,1,0.195,7.64e-05,0.287,0.324,0.31,149.956,334600,4
5kYhvoTzP1xwiEQBzKAbyh,spotify:track:5kYhvoTzP1xwiEQBzKAbyh,The Stage (Deluxe Edition),Angels,42,2017-12-22,6,0.407,0.843,7,-8.43,0,0.0776,0.00281,0.0367,0.0611,0.619,154.974,340627,4
710I1qNFgsZBCco12BvsXg,spotify:track:710I1qNFgsZBCco12BvsXg,The Stage (Deluxe Edition),Simulation,40,2017-12-22,7,0.328,0.925,0,-7.464,0,0.195,0.00043,0.0638,0.225,0.322,186.95,330946,4
0s58fNrvimb1xMwPF0T35r,spotify:track:0s58fNrvimb1xMwPF0T35r,The Stage (Deluxe Edition),Higher,42,2017-12-22,8,0.558,0.904,7,-7.812,0,0.0827,0.000831,0.256,0.46,0.172,129.955,388879,4
5QAYgWH077T3F8kAcVtQs7,spotify:track:5QAYgWH077T3F8kAcVtQs7,The Stage (Deluxe Edition),Roman Sky,49,2017-12-22,9,0.457,0.425,2,-8.807,0,0.0304,0.131,2.6e-05,0.0917,0.128,130.002,300361,4
2lwIcqxJAGxwHcOZCjhNEV,spotify:track:2lwIcqxJAGxwHcOZCjhNEV,The Stage (Deluxe Edition),Fermi Paradox,40,2017-12-22,10,0.326,0.946,9,-6.008,0,0.089,5.56e-05,0.346,0.457,0.388,154.878,390826,4
5A93W5YIoFLWP1TNc4oPvg,spotify:track:5A93W5YIoFLWP1TNc4oPvg,The Stage (Deluxe Edition),Exist,43,2017-12-22,11,0.309,0.936,2,-7.381,0,0.103,0.000222,0.586,0.318,0.111,130.241,939139,4
6Gcv1c96EIihHdJeERkpc8,spotify:track:6Gcv1c96EIihHdJeERkpc8,The Stage (Deluxe Edition),Dose,42,2017-12-22,12,0.455,0.938,9,-6.206,1,0.062,4.5e-05,0.362,0.155,0.258,135.087,298532,4
3KgOhRLuKXd61GgLzdBZqd,spotify:track:3KgOhRLuKXd61GgLzdBZqd,The Stage (Deluxe Edition),Retrovertigo,41,2017-12-22,13,0.431,0.889,0,-6.617,1,0.0361,0.000259,0.0295,0.317,0.297,144.963,279857,4
2oZSBEtzUtq70iQwpNjrnk,spotify:track:2oZSBEtzUtq70iQwpNjrnk,The Stage (Deluxe Edition),Malagueña Salerosa,54,2017-12-22,14,0.204,0.921,4,-6.888,0,0.0543,0.0261,0.00128,0.0769,0.686,172.525,254984,3
071hmHI51coELRK8hoH12U,spotify:track:071hmHI51coELRK8hoH12U,The Stage (Deluxe Edition),Runaway,44,2017-12-22,15,0.41,0.954,2,-6.93,1,0.0682,0.000455,0.196,0.152,0.48,157.972,169319,4
1kISGVJoCqozjc4280wBcU,spotify:track:1kISGVJoCqozjc4280wBcU,The Stage (Deluxe Edition),As Tears Go By,43,2017-12-22,16,0.584,0.826,7,-5.769,1,0.0261,0.00029,0.00115,0.354,0.782,130.022,174562,4
4JwxJm8zCPbc1DMcfVdbBl,spotify:track:4JwxJm8zCPbc1DMcfVdbBl,The Stage (Deluxe Edition),Wish You Were Here,58,2017-12-22,17,0.572,0.567,7,-8.432,1,0.0298,0.00177,0.00793,0.0689,0.29,130.018,313919,4
59x9anKxA7gNiDvqbtTzmS,spotify:track:59x9anKxA7gNiDvqbtTzmS,The Stage (Deluxe Edition),God Only Knows,41,2017-12-22,18,0.171,0.557,9,-9.831,1,0.0434,0.00348,0.0101,0.0895,0.16,89.976,214147,3
1L5elvXhJbDj9yzDFiTpuy,spotify:track:1L5elvXhJbDj9yzDFiTpuy,The Stage (Deluxe Edition),The Stage - Live from London,35,2017-12-22,19,0.396,0.948,9,-6.996,0,0.0891,0.00031,0.421,0.988,0.198,134.907,556932,4
1HDFbX7YMhCK7L8QeTXOOZ,spotify:track:1HDFbX7YMhCK7L8QeTXOOZ,The Stage (Deluxe Edition),Paradigm - Live from London,32,2017-12-22,20,0.445,0.974,1,-5.979,1,0.0781,0.00024,0.489,0.991,0.201,97.455,283560,4
57HRPVLyyg1Bx7JscPpKl9,spotify:track:57HRPVLyyg1Bx7JscPpKl9,The Stage (Deluxe Edition),Sunny Disposition - Live from London,31,2017-12-22,21,0.315,0.947,2,-7.221,1,0.101,0.000414,0.37,0.324,0.251,95.009,572095,3
5JPPMgJBhDjUNzAUvGWXUl,spotify:track:5JPPMgJBhDjUNzAUvGWXUl,The Stage (Deluxe Edition),God Damn - Live from London,32,2017-12-22,22,0.491,0.984,0,-6.537,1,0.212,0.0017,0.212,0.931,0.162,119.945,283395,4
4Q9PBVDGeOM55aLD90A4x8,spotify:track:4Q9PBVDGeOM55aLD90A4x8,The Stage,The Stage,51,2016-10-28,1,0.453,0.945,9,-6.925,0,0.0975,0.000363,0.323,0.108,0.215,134.949,512025,4
78TgV6o1Sh4i26GNi57W95,spotify:track:78TgV6o1Sh4i26GNi57W95,The Stage,Paradigm,45,2016-10-28,2,0.498,0.962,1,-6.73,1,0.0747,0.000113,0.252,0.1,0.385,97.44,258748,4
5DskPJLZiSqHOMx9AwumLh,spotify:track:5DskPJLZiSqHOMx9AwumLh,The Stage,Sunny Disposition,43,2016-10-28,3,0.463,0.952,9,-7.054,1,0.0818,0.000306,0.359,0.175,0.387,95.037,401213,4
1CibV0i5tzTI5Fvqeez6S7,spotify:track:1CibV0i5tzTI5Fvqeez6S7,The Stage,God Damn,55,2016-10-28,4,0.5,0.947,7,-5.75,0,0.122,0.000597,0.00223,0.125,0.267,120.021,221974,4
7LxcirshSHrQKociCvuIab,spotify:track:7LxcirshSHrQKociCvuIab,The Stage,Creating God,42,2016-10-28,5,0.467,0.967,7,-5.907,1,0.195,7.64e-05,0.287,0.324,0.31,149.956,334600,4
6hBDlrlGEZV8tWHWTq4zSu,spotify:track:6hBDlrlGEZV8tWHWTq4zSu,The Stage,Angels,42,2016-10-28,6,0.407,0.843,7,-8.43,0,0.0776,0.00281,0.0367,0.0611,0.619,154.974,340627,4
6Rvy686uW4eJPHVCpQoV1G,spotify:track:6Rvy686uW4eJPHVCpQoV1G,The Stage,Simulation,40,2016-10-28,7,0.328,0.925,0,-7.464,0,0.195,0.00043,0.0638,0.225,0.322,186.95,330946,4
1Zsbwp2D3RUm1gqO5zDEQ6,spotify:track:1Zsbwp2D3RUm1gqO5zDEQ6,The Stage,Higher,42,2016-10-28,8,0.558,0.904,7,-7.812,0,0.0827,0.000831,0.256,0.46,0.172,129.955,388879,4
06r4cRb2dnmCSyZ5MgEUGY,spotify:track:06r4cRb2dnmCSyZ5MgEUGY,The Stage,Roman Sky,46,2016-10-28,9,0.457,0.425,2,-8.807,0,0.0304,0.131,2.6e-05,0.0917,0.128,130.002,300361,4
1rTug7mBtZg0rvG94JJaZj,spotify:track:1rTug7mBtZg0rvG94JJaZj,The Stage,Fermi Paradox,41,2016-10-28,10,0.326,0.946,9,-6.008,0,0.089,5.56e-05,0.346,0.457,0.388,154.878,390826,4
4tdPxA5TuYi6daHfy5OJGQ,spotify:track:4tdPxA5TuYi6daHfy5OJGQ,The Stage,Exist,42,2016-10-28,11,0.309,0.936,2,-7.381,0,0.103,0.000222,0.586,0.318,0.111,130.241,939139,4
4mORMf6m0Wbqmiw0ue6bAS,spotify:track:4mORMf6m0Wbqmiw0ue6bAS,Hail to the King: Deathbat (Original Video Game Soundtrack),Andronikos Theme,25,2015-01-27,1,0.581,0.586,7,-8.92,0,0.0284,0.136,0.855,0.231,0.215,140.012,256254,4
7cCmDDmViLQoytNvHmFvjS,spotify:track:7cCmDDmViLQoytNvHmFvjS,Hail to the King: Deathbat (Original Video Game Soundtrack),Nightmare Theme,27,2015-01-27,2,0.526,0.92,6,-4.499,0,0.0325,0.00174,0.912,0.0845,0.308,130.024,304187,4
5blr6jCuzCYNT5TNHDD2k6,spotify:track:5blr6jCuzCYNT5TNHDD2k6,Hail to the King: Deathbat (Original Video Game Soundtrack),Unholy Theme,24,2015-01-27,3,0.42,0.777,4,-5.936,0,0.0314,0.567,0.793,0.174,0.311,143.946,310813,3
4NvvqUAqTXuifVAXh3iTTZ,spotify:track:4NvvqUAqTXuifVAXh3iTTZ,Hail to the King: Deathbat (Original Video Game Soundtrack),Bat Country Theme,24,2015-01-27,4,0.556,0.676,0,-6.95,1,0.0354,0.0611,0.952,0.531,0.228,139.97,280187,4
67XNtWXuW9MWuHOMDUmAqR,spotify:track:67XNtWXuW9MWuHOMDUmAqR,Hail to the King: Deathbat (Original Video Game Soundtrack),Babylon Theme,22,2015-01-27,5,0.502,0.8,1,-6.675,1,0.0352,0.0168,0.834,0.0837,0.342,132.057,283640,4
7iJ6XnMAp5I7aiDXS1T5Pr,spotify:track:7iJ6XnMAp5I7aiDXS1T5Pr,Hail to the King: Deathbat (Original Video Game Soundtrack),Afterlife Theme,23,2015-01-27,6,0.433,0.724,1,-7.875,1,0.0433,0.00211,0.865,0.148,0.13,188.024,293373,3
245wkNGnCHF4ke5B0klbRC,spotify:track:245wkNGnCHF4ke5B0klbRC,Hail to the King: Deathbat (Original Video Game Soundtrack),Heaven Theme,24,2015-01-27,7,0.459,0.66,7,-7.043,0,0.0322,0.0248,0.763,0.0955,0.293,114.996,291267,4
5L4iVgMvZpWDyaaBkZHdYB,spotify:track:5L4iVgMvZpWDyaaBkZHdYB,Hail to the King: Deathbat (Original Video Game Soundtrack),Wicked End Theme,23,2015-01-27,8,0.473,0.813,8,-7.691,1,0.0278,0.000656,0.805,0.1,0.383,102.007,271867,4
5LIzvGpdF6aafiHXInDJWK,spotify:track:5LIzvGpdF6aafiHXInDJWK,Hail to the King: Deathbat (Original Video Game Soundtrack),Warrior Theme,22,2015-01-27,9,0.305,0.396,2,-12.291,0,0.0423,0.598,0.841,0.0725,0.0389,114.463,206867,4
6gGozevjDhO5B0EvXbGFHQ,spotify:track:6gGozevjDhO5B0EvXbGFHQ,Hail to the King: Deathbat (Original Video Game Soundtrack),Andronikos Theme - 8-bit Version,23,2015-01-27,10,0.434,0.992,2,-5.744,1,0.0536,0.000283,0.968,0.322,0.614,140.025,93240,4
6CGd3y9u2nEOBH4SLDQA2r,spotify:track:6CGd3y9u2nEOBH4SLDQA2r,Waking The Fallen: Resurrected,Waking The Fallen,33,2014-08-25,1,0.397,0.747,4,-9.847,0,0.038,0.000376,0.215,0.665,0.0798,94.968,102540,4
6Y7McYakdykRprxwZL3YXe,spotify:track:6Y7McYakdykRprxwZL3YXe,Waking The Fallen: Resurrected,Unholy Confessions,42,2014-08-25,2,0.5,0.846,2,-6.7,0,0.065,0.000213,0.00199,0.0717,0.546,92.552,283846,4
30FOHbMc2BqGu3tJ613GtR,spotify:track:30FOHbMc2BqGu3tJ613GtR,Waking The Fallen: Resurrected,Chapter Four,39,2014-08-25,3,0.476,0.941,2,-6.283,0,0.0455,3.79e-05,0.101,0.126,0.32,96.026,342533,4
5hBUW7ZMWGECBQzt03HMox,spotify:track:5hBUW7ZMWGECBQzt03HMox,Waking The Fallen: Resurrected,Remenissions,37,2014-08-25,4,0.432,0.949,7,-6.884,1,0.0584,7.59e-05,0.0112,0.206,0.397,89.543,366667,4
